"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"48556","FLINT, MI","F","D",0,"D",0,"D",0,2,"FLINT","MI","GENESEE"
"48601","SAGINAW, MI",,"G",15065,"G",187045,"G",740755,529,"SAGINAW","MI","SAGINAW"
"48602","SAGINAW, MI",,"H",14241,"H",151093,"H",622530,509,"SAGINAW","MI","SAGINAW"
"48603","SAGINAW, MI",,"G",13093,"G",93199,"G",401541,849,"SAGINAW","MI","SAGINAW"
"48604","SAGINAW, MI",,"G",11321,"G",77038,"G",327323,557,"SAGINAW","MI","SAGINAW"
"48605","SAGINAW, MI",,"G",630,"G",6955,"G",27364,21,"SAGINAW","MI","SAGINAW"
"48606","SAGINAW, MI","A","D",0,"D",0,"D",0,2,"SAGINAW","MI","SAGINAW"
"48607","SAGINAW, MI",,"H",2617,"G",24446,"G",96989,104,"SAGINAW","MI","SAGINAW"
"48608","SAGINAW, MI",,"G",209,"G",1003,"G",4009,11,"SAGINAW","MI","SAGINAW"
"48609","SAGINAW, MI",,"G",1926,"G",10975,"G",49028,212,"SAGINAW","MI","SAGINAW"
"48610","ALGER, MI",,"H",176,"H",1628,"G",6534,28,"ALGER","MI","ARENAC"
"48611","AUBURN, MI",,"G",2321,"G",55630,"G",186931,114,"AUBURN","MI","BAY"
"48612","BEAVERTON, MI",,"G",940,"G",8779,"G",36083,103,"BEAVERTON","MI","GLADWIN"
"48613","BENTLEY, MI",,"G",16,"G",148,"G",724,7,"BENTLEY","MI","BAY"
"48614","BRANT, MI",,"G",56,"G",268,"G",1077,10,"BRANT","MI","SAGINAW"
"48615","BRECKENRIDGE, MI",,"G",426,"G",3427,"G",15274,45,"BRECKENRIDGE","MI","GRATIOT"
"48616","CHESANING, MI",,"G",1219,"G",6867,"G",30789,147,"CHESANING","MI","SAGINAW"
"48617","CLARE, MI",,"G",3312,"G",24387,"G",106362,243,"CLARE","MI","CLARE"
"48618","COLEMAN, MI",,"H",712,"H",5289,"H",24808,68,"COLEMAN","MI","MIDLAND"
"48619","COMINS, MI",,"G",49,"G",321,"G",1838,10,"COMINS","MI","OSCODA"
"48620","EDENVILLE, MI",,"G",31,"G",177,"G",1020,5,"EDENVILLE","MI","MIDLAND"
"48621","FAIRVIEW, MI",,"G",466,"G",2840,"G",11767,48,"FAIRVIEW","MI","OSCODA"
"48622","FARWELL, MI",,"G",837,"G",6406,"G",28373,88,"FARWELL","MI","CLARE"
"48623","FREELAND, MI",,"G",2042,"G",12688,"G",57280,246,"FREELAND","MI","SAGINAW"
"48624","GLADWIN, MI",,"G",2413,"G",13610,"G",64819,287,"GLADWIN","MI","GLADWIN"
"48625","HARRISON, MI",,"G",1406,"H",9235,"H",38706,173,"HARRISON","MI","CLARE"
"48626","HEMLOCK, MI",,"G",1623,"G",22781,"G",83220,89,"HEMLOCK","MI","SAGINAW"
"48627","HIGGINS LAKE, MI",,"G",20,"G",192,"G",1155,9,"HIGGINS LAKE","MI","ROSCOMMON"
"48628","HOPE, MI",,"G",66,"G",517,"G",2682,18,"HOPE","MI","MIDLAND"
"48629","HOUGHTON LAKE, MI",,"G",2273,"G",11687,"G",53530,232,"HOUGHTON LAKE","MI","ROSCOMMON"
"48630","HOUGHTON LAKE HEIGHTS, MI",,"G",53,"H",400,"H",1694,8,"HOUGHTON LAKE HEIGHTS","MI","ROSCOMMON"
"48631","KAWKAWLIN, MI",,"G",912,"G",6033,"G",28521,89,"KAWKAWLIN","MI","BAY"
"48632","LAKE, MI",,"H",124,"S",0,"H",3700,31,"LAKE","MI","CLARE"
"48633","LAKE GEORGE, MI","B","S",0,"H",484,"H",1822,9,"LAKE GEORGE","MI","CLARE"
"48634","LINWOOD, MI",,"G",413,"G",3009,"G",12025,70,"LINWOOD","MI","BAY"
"48635","LUPTON, MI",,"G",36,"G",150,"G",974,15,"LUPTON","MI","OGEMAW"
"48636","LUZERNE, MI",,"G",129,"G",740,"G",3168,10,"LUZERNE","MI","OSCODA"
"48637","MERRILL, MI",,"G",351,"H",2654,"H",12098,47,"MERRILL","MI","SAGINAW"
"48638","SAGINAW, MI",,"G",2027,"G",12887,"G",56851,226,"SAGINAW","MI","SAGINAW"
"48640","MIDLAND, MI",,"G",17838,"H",227998,"G",853634,954,"MIDLAND","MI","MIDLAND"
"48641","MIDLAND, MI",,"G",454,"G",5503,"G",25883,20,"MIDLAND","MI","MIDLAND"
"48642","MIDLAND, MI",,"G",9088,"G",78875,"G",318857,514,"MIDLAND","MI","MIDLAND"
"48647","MIO, MI",,"G",600,"G",3139,"G",18050,110,"MIO","MI","OSCODA"
"48649","OAKLEY, MI",,"G",89,"H",698,"H",4020,16,"OAKLEY","MI","SAGINAW"
"48650","PINCONNING, MI",,"G",1212,"G",6954,"G",32952,132,"PINCONNING","MI","BAY"
"48651","PRUDENVILLE, MI",,"G",461,"G",2737,"G",13032,88,"PRUDENVILLE","MI","ROSCOMMON"
"48652","RHODES, MI",,"G",32,"H",231,"H",987,7,"RHODES","MI","GLADWIN"
"48653","ROSCOMMON, MI",,"H",1646,"H",10068,"H",42511,182,"ROSCOMMON","MI","ROSCOMMON"
"48654","ROSE CITY, MI",,"G",584,"G",3699,"G",16792,66,"ROSE CITY","MI","OGEMAW"
"48655","SAINT CHARLES, MI",,"G",633,"G",3601,"G",15823,94,"SAINT CHARLES","MI","SAGINAW"
"48656","SAINT HELEN, MI",,"H",237,"H",1209,"H",5349,45,"SAINT HELEN","MI","ROSCOMMON"
"48657","SANFORD, MI",,"G",727,"G",3740,"G",16528,101,"SANFORD","MI","MIDLAND"
"48658","STANDISH, MI",,"G",2139,"G",15424,"G",67617,162,"STANDISH","MI","ARENAC"
"48659","STERLING, MI",,"G",390,"G",3088,"G",13436,37,"STERLING","MI","ARENAC"
"48661","WEST BRANCH, MI",,"G",4751,"G",32019,"G",137633,406,"WEST BRANCH","MI","OGEMAW"
"48662","WHEELER, MI","B","S",0,"H",178,"G",798,14,"WHEELER","MI","GRATIOT"
"48667","MIDLAND, MI","B","D",0,"D",0,"D",0,6,"MIDLAND","MI","MIDLAND"
"48670","MIDLAND, MI","G","D",0,"D",0,"D",0,5,"MIDLAND","MI","MIDLAND"
"48674","MIDLAND, MI","I","D",0,"D",0,"D",0,19,"MIDLAND","MI","MIDLAND"
"48686","MIDLAND, MI",,"G",164,"G",1157,"G",5279,6,"MIDLAND","MI","MIDLAND"
"48701","AKRON, MI",,"G",117,"G",880,"G",3620,18,"AKRON","MI","TUSCOLA"
"48703","AU GRES, MI",,"G",436,"G",2436,"G",12443,82,"AU GRES","MI","ARENAC"
"48705","BARTON CITY, MI",,"G",61,"G",434,"G",2054,8,"BARTON CITY","MI","ALCONA"
"48706","BAY CITY, MI",,"G",14840,"G",110502,"G",477568,995,"BAY CITY","MI","BAY"
"48707","BAY CITY, MI",,"G",266,"G",2207,"G",9152,19,"BAY CITY","MI","BAY"
"48708","BAY CITY, MI",,"G",7878,"G",71299,"G",301828,588,"BAY CITY","MI","BAY"
"48710","UNIVERSITY CENTER, MI",,"G",154,"G",817,"H",3305,6,"UNIVERSITY CENTER","MI","BAY"
"48720","BAY PORT, MI",,"H",105,"G",749,"G",3685,22,"BAY PORT","MI","HURON"
"48721","BLACK RIVER, MI",,"G",31,"G",288,"G",1684,5,"BLACK RIVER","MI","ALCONA"
"48722","BRIDGEPORT, MI",,"G",1668,"G",13634,"G",54173,110,"BRIDGEPORT","MI","SAGINAW"
"48723","CARO, MI",,"G",3703,"G",28846,"G",122441,280,"CARO","MI","TUSCOLA"
"48724","CARROLLTON, MI",,"G",119,"G",1005,"G",5454,15,"CARROLLTON","MI","SAGINAW"
"48725","CASEVILLE, MI",,"G",290,"G",1452,"G",7122,59,"CASEVILLE","MI","HURON"
"48726","CASS CITY, MI",,"G",1912,"G",16650,"G",74312,146,"CASS CITY","MI","TUSCOLA"
"48727","CLIFFORD, MI",,"G",167,"G",2293,"G",8668,11,"CLIFFORD","MI","LAPEER"
"48728","CURRAN, MI",,"G",56,"G",381,"G",1501,10,"CURRAN","MI","ALCONA"
"48729","DEFORD, MI",,"G",24,"H",100,"G",532,9,"DEFORD","MI","TUSCOLA"
"48730","EAST TAWAS, MI",,"G",1689,"G",10359,"G",48474,158,"EAST TAWAS","MI","IOSCO"
"48731","ELKTON, MI","F","D",0,"D",0,"D",0,34,"ELKTON","MI","HURON"
"48732","ESSEXVILLE, MI",,"G",1970,"G",17235,"G",74576,182,"ESSEXVILLE","MI","BAY"
"48733","FAIRGROVE, MI",,"G",108,"G",546,"G",2971,25,"FAIRGROVE","MI","TUSCOLA"
"48734","FRANKENMUTH, MI",,"G",5367,"G",29120,"G",126594,269,"FRANKENMUTH","MI","SAGINAW"
"48735","GAGETOWN, MI",,"G",52,"H",463,"G",2402,13,"GAGETOWN","MI","TUSCOLA"
"48737","GLENNIE, MI",,"H",69,"G",259,"G",1769,22,"GLENNIE","MI","ALCONA"
"48738","GREENBUSH, MI",,"G",73,"G",464,"G",2050,11,"GREENBUSH","MI","ALCONA"
"48739","HALE, MI",,"G",399,"G",2113,"G",10552,74,"HALE","MI","IOSCO"
"48740","HARRISVILLE, MI","E","S",0,"S",0,"H",6984,57,"HARRISVILLE","MI","ALCONA"
"48741","KINGSTON, MI",,"G",90,"G",391,"G",1983,25,"KINGSTON","MI","TUSCOLA"
"48742","LINCOLN, MI",,"G",464,"G",3828,"G",17410,44,"LINCOLN","MI","ALCONA"
"48743","LONG LAKE, MI","A","D",0,"D",0,"D",0,3,"LONG LAKE","MI","IOSCO"
"48744","MAYVILLE, MI",,"G",364,"G",1759,"G",7776,44,"MAYVILLE","MI","TUSCOLA"
"48745","MIKADO, MI",,"H",28,"G",114,"G",613,12,"MIKADO","MI","ALCONA"
"48746","MILLINGTON, MI",,"G",653,"G",4796,"G",20506,87,"MILLINGTON","MI","TUSCOLA"
"48747","MUNGER, MI",,"H",75,"H",612,"H",2227,12,"MUNGER","MI","BAY"
"48748","NATIONAL CITY, MI","B","D",0,"D",0,"D",0,18,"NATIONAL CITY","MI","IOSCO"
"48749","OMER, MI","B","S",0,"H",143,"G",895,16,"OMER","MI","ARENAC"
"48750","OSCODA, MI",,"G",2315,"G",15544,"G",68869,206,"OSCODA","MI","IOSCO"
"48754","OWENDALE, MI","B","D",0,"D",0,"D",0,14,"OWENDALE","MI","HURON"
"48755","PIGEON, MI",,"H",2225,"H",18554,"H",80254,116,"PIGEON","MI","HURON"
"48756","PRESCOTT, MI",,"H",195,"G",704,"G",3370,56,"PRESCOTT","MI","OGEMAW"
"48757","REESE, MI",,"G",599,"G",4748,"G",24473,70,"REESE","MI","TUSCOLA"
"48758","RICHVILLE, MI",,"G",88,"G",943,"G",3218,8,"RICHVILLE","MI","TUSCOLA"
"48759","SEBEWAING, MI",,"G",921,"G",7372,"G",31019,76,"SEBEWAING","MI","HURON"
"48760","SILVERWOOD, MI","A","S",0,"G",52,"G",208,6,"SILVERWOOD","MI","LAPEER"
"48761","SOUTH BRANCH, MI",,"H",125,"H",748,"H",3267,8,"SOUTH BRANCH","MI","OGEMAW"
"48762","SPRUCE, MI",,"G",162,"G",740,"G",3338,24,"SPRUCE","MI","ALCONA"
"48763","TAWAS CITY, MI",,"G",1485,"G",11623,"G",48970,115,"TAWAS CITY","MI","IOSCO"
"48764","TAWAS CITY, MI",,"G",169,"G",1103,"G",5114,16,"TAWAS CITY","MI","IOSCO"
"48765","TURNER, MI","A","D",0,"D",0,"D",0,5,"TURNER","MI","ARENAC"
"48766","TWINING, MI","B","D",0,"D",0,"D",0,13,"TWINING","MI","ARENAC"
"48767","UNIONVILLE, MI","C","S",0,"G",691,"G",3295,30,"UNIONVILLE","MI","TUSCOLA"
"48768","VASSAR, MI",,"G",1281,"G",8185,"G",36080,147,"VASSAR","MI","TUSCOLA"
"48770","WHITTEMORE, MI",,"G",74,"G",348,"G",1844,23,"WHITTEMORE","MI","IOSCO"
"48787","FRANKENMUTH, MI","F","D",0,"D",0,"D",0,1,"FRANKENMUTH","MI","SAGINAW"
"48801","ALMA, MI",,"G",6648,"G",51582,"G",231474,323,"ALMA","MI","GRATIOT"
"48804","MOUNT PLEASANT, MI",,"G",146,"G",1908,"G",8356,17,"MOUNT PLEASANT","MI","ISABELLA"
"48805","OKEMOS, MI",,"G",77,"G",555,"G",2517,9,"OKEMOS","MI","INGHAM"
"48806","ASHLEY, MI",,"H",360,"H",3219,"H",14357,31,"ASHLEY","MI","GRATIOT"
"48807","BANNISTER, MI",,"G",21,"G",94,"G",488,11,"BANNISTER","MI","GRATIOT"
"48808","BATH, MI",,"H",439,"H",3933,"H",20527,59,"BATH","MI","CLINTON"
"48809","BELDING, MI",,"G",1819,"G",16324,"G",68506,168,"BELDING","MI","IONIA"
"48811","CARSON CITY, MI",,"G",1174,"G",11869,"G",47216,71,"CARSON CITY","MI","MONTCALM"
"48812","CEDAR LAKE, MI","B","D",0,"D",0,"D",0,4,"CEDAR LAKE","MI","MONTCALM"
"48813","CHARLOTTE, MI",,"G",5418,"G",42980,"G",186334,404,"CHARLOTTE","MI","EATON"
"48815","CLARKSVILLE, MI",,"G",108,"G",612,"G",2846,30,"CLARKSVILLE","MI","IONIA"
"48816","COHOCTAH, MI","B","D",0,"D",0,"D",0,7,"COHOCTAH","MI","LIVINGSTON"
"48817","CORUNNA, MI",,"G",1196,"G",9346,"G",35587,81,"CORUNNA","MI","SHIAWASSEE"
"48818","CRYSTAL, MI",,"G",123,"G",476,"G",2365,31,"CRYSTAL","MI","MONTCALM"
"48819","DANSVILLE, MI",,"G",125,"G",1104,"G",5299,25,"DANSVILLE","MI","INGHAM"
"48820","DEWITT, MI",,"G",2438,"G",13294,"G",58900,302,"DEWITT","MI","CLINTON"
"48821","DIMONDALE, MI",,"G",818,"G",5165,"G",23385,78,"DIMONDALE","MI","EATON"
"48822","EAGLE, MI",,"G",207,"G",1066,"G",4846,43,"EAGLE","MI","CLINTON"
"48823","EAST LANSING, MI",,"G",17052,"G",171009,"G",694432,1054,"EAST LANSING","MI","INGHAM"
"48824","EAST LANSING, MI",,"H",531,"H",4532,"H",18867,17,"EAST LANSING","MI","INGHAM"
"48826","EAST LANSING, MI",,"G",221,"G",2596,"H",7895,12,"EAST LANSING","MI","INGHAM"
"48827","EATON RAPIDS, MI",,"G",2080,"G",16540,"G",70520,195,"EATON RAPIDS","MI","EATON"
"48829","EDMORE, MI",,"G",823,"G",5457,"G",24848,85,"EDMORE","MI","MONTCALM"
"48830","ELM HALL, MI","A","D",0,"D",0,"D",0,1,"ELM HALL","MI","GRATIOT"
"48831","ELSIE, MI",,"G",193,"H",1121,"G",4258,38,"ELSIE","MI","CLINTON"
"48832","ELWELL, MI",,"G",26,"G",106,"G",652,13,"ELWELL","MI","GRATIOT"
"48833","EUREKA, MI","A","D",0,"D",0,"D",0,2,"EUREKA","MI","CLINTON"
"48834","FENWICK, MI",,"G",57,"G",214,"G",1033,15,"FENWICK","MI","MONTCALM"
"48835","FOWLER, MI",,"G",260,"G",1873,"G",9580,51,"FOWLER","MI","CLINTON"
"48836","FOWLERVILLE, MI",,"G",2448,"G",22202,"G",104005,220,"FOWLERVILLE","MI","LIVINGSTON"
"48837","GRAND LEDGE, MI",,"H",3106,"G",22661,"G",101092,306,"GRAND LEDGE","MI","EATON"
"48838","GREENVILLE, MI",,"G",6479,"G",51838,"G",213818,405,"GREENVILLE","MI","MONTCALM"
"48840","HASLETT, MI",,"G",1154,"G",8119,"G",35308,181,"HASLETT","MI","INGHAM"
"48841","HENDERSON, MI","B","D",0,"D",0,"D",0,10,"HENDERSON","MI","SHIAWASSEE"
"48842","HOLT, MI",,"G",3211,"G",25351,"G",113192,306,"HOLT","MI","INGHAM"
"48843","HOWELL, MI",,"G",15738,"G",114503,"G",492163,1099,"HOWELL","MI","LIVINGSTON"
"48844","HOWELL, MI",,"H",81,"G",814,"G",3564,14,"HOWELL","MI","LIVINGSTON"
"48845","HUBBARDSTON, MI","A","D",0,"D",0,"D",0,6,"HUBBARDSTON","MI","IONIA"
"48846","IONIA, MI",,"G",4228,"G",32121,"G",138783,296,"IONIA","MI","IONIA"
"48847","ITHACA, MI",,"G",1273,"G",8649,"G",43625,128,"ITHACA","MI","GRATIOT"
"48848","LAINGSBURG, MI",,"G",403,"G",1902,"G",8329,78,"LAINGSBURG","MI","SHIAWASSEE"
"48849","LAKE ODESSA, MI",,"G",1163,"G",8258,"G",36906,120,"LAKE ODESSA","MI","IONIA"
"48850","LAKEVIEW, MI",,"G",813,"G",6538,"G",28363,76,"LAKEVIEW","MI","MONTCALM"
"48851","LYONS, MI",,"G",42,"G",419,"G",1763,15,"LYONS","MI","IONIA"
"48852","MCBRIDES, MI","A","D",0,"D",0,"D",0,2,"MCBRIDES","MI","MONTCALM"
"48853","MAPLE RAPIDS, MI",,"H",28,"G",110,"H",481,7,"MAPLE RAPIDS","MI","CLINTON"
"48854","MASON, MI",,"G",5098,"G",47289,"G",203567,367,"MASON","MI","INGHAM"
"48855","HOWELL, MI",,"G",2049,"G",16553,"G",73212,196,"HOWELL","MI","LIVINGSTON"
"48856","MIDDLETON, MI","C","D",0,"D",0,"D",0,18,"MIDDLETON","MI","GRATIOT"
"48857","MORRICE, MI",,"G",202,"G",1277,"G",5699,37,"MORRICE","MI","SHIAWASSEE"
"48858","MOUNT PLEASANT, MI",,"G",18758,"G",130747,"G",551887,1113,"MOUNT PLEASANT","MI","ISABELLA"
"48859","MOUNT PLEASANT, MI","C","D",0,"D",0,"D",0,1,"MOUNT PLEASANT","MI","ISABELLA"
"48860","MUIR, MI",,"H",43,"H",173,"H",872,5,"MUIR","MI","IONIA"
"48861","MULLIKEN, MI",,"G",154,"H",739,"G",3446,27,"MULLIKEN","MI","EATON"
"48864","OKEMOS, MI",,"G",11552,"G",106536,"G",411155,834,"OKEMOS","MI","INGHAM"
"48865","ORLEANS, MI",,"G",64,"G",295,"G",1103,10,"ORLEANS","MI","IONIA"
"48866","OVID, MI",,"G",621,"G",5040,"G",20856,70,"OVID","MI","CLINTON"
"48867","OWOSSO, MI",,"G",8239,"G",62238,"G",257376,597,"OWOSSO","MI","SHIAWASSEE"
"48870","PALO, MI","A","D",0,"D",0,"D",0,1,"PALO","MI","IONIA"
"48871","PERRINTON, MI",,"H",120,"H",887,"H",3276,25,"PERRINTON","MI","GRATIOT"
"48872","PERRY, MI",,"G",564,"G",2851,"G",13089,90,"PERRY","MI","SHIAWASSEE"
"48873","PEWAMO, MI",,"G",155,"G",1331,"G",5610,14,"PEWAMO","MI","IONIA"
"48874","POMPEII, MI","A","D",0,"D",0,"D",0,2,"POMPEII","MI","GRATIOT"
"48875","PORTLAND, MI",,"G",2284,"G",15173,"G",57780,165,"PORTLAND","MI","IONIA"
"48876","POTTERVILLE, MI","F","D",0,"D",0,"D",0,42,"POTTERVILLE","MI","EATON"
"48877","RIVERDALE, MI",,"G",79,"G",322,"G",2750,19,"RIVERDALE","MI","GRATIOT"
"48878","ROSEBUSH, MI",,"G",484,"G",10636,"G",34846,40,"ROSEBUSH","MI","ISABELLA"
"48879","SAINT JOHNS, MI",,"G",4766,"G",38074,"G",159206,344,"SAINT JOHNS","MI","CLINTON"
"48880","SAINT LOUIS, MI",,"G",1156,"G",9909,"G",36203,114,"SAINT LOUIS","MI","GRATIOT"
"48881","SARANAC, MI",,"G",922,"G",6512,"G",27312,79,"SARANAC","MI","IONIA"
"48882","SHAFTSBURG, MI","A","D",0,"D",0,"D",0,3,"SHAFTSBURG","MI","SHIAWASSEE"
"48883","SHEPHERD, MI",,"G",644,"G",3850,"G",17165,86,"SHEPHERD","MI","ISABELLA"
"48884","SHERIDAN, MI",,"G",456,"H",3837,"G",16101,51,"SHERIDAN","MI","MONTCALM"
"48885","SIDNEY, MI",,"G",70,"G",386,"G",1747,13,"SIDNEY","MI","MONTCALM"
"48886","SIX LAKES, MI",,"G",146,"G",1291,"G",8672,28,"SIX LAKES","MI","MONTCALM"
"48887","SMYRNA, MI","A","D",0,"D",0,"D",0,1,"SMYRNA","MI","IONIA"
"48888","STANTON, MI",,"G",665,"G",2954,"G",12555,94,"STANTON","MI","MONTCALM"
"48889","SUMNER, MI",,"H",31,"G",152,"G",754,9,"SUMNER","MI","GRATIOT"
"48890","SUNFIELD, MI",,"G",241,"H",2797,"H",10642,27,"SUNFIELD","MI","EATON"
"48891","VESTABURG, MI",,"G",157,"G",980,"G",4096,38,"VESTABURG","MI","MONTCALM"
"48892","WEBBERVILLE, MI",,"G",721,"G",6741,"G",27825,58,"WEBBERVILLE","MI","INGHAM"
"48893","WEIDMAN, MI",,"H",821,"H",6640,"H",31724,81,"WEIDMAN","MI","ISABELLA"
"48894","WESTPHALIA, MI",,"G",224,"G",1804,"G",9430,30,"WESTPHALIA","MI","CLINTON"
"48895","WILLIAMSTON, MI",,"G",2559,"G",21335,"G",91956,260,"WILLIAMSTON","MI","INGHAM"
"48896","WINN, MI","F","D",0,"D",0,"D",0,8,"WINN","MI","ISABELLA"
"48897","WOODLAND, MI",,"G",51,"H",317,"H",1602,20,"WOODLAND","MI","BARRY"
"48901","LANSING, MI",,"G",816,"G",9745,"G",49701,20,"LANSING","MI","INGHAM"
"48906","LANSING, MI",,"G",10755,"G",96423,"G",400843,619,"LANSING","MI","CLINTON"
"48908","LANSING, MI",,"G",236,"G",2871,"G",14160,9,"LANSING","MI","EATON"
"48909","LANSING, MI",,"G",713,"G",13106,"G",50741,23,"LANSING","MI","INGHAM"
"48910","LANSING, MI",,"H",11054,"H",93307,"H",375932,566,"LANSING","MI","INGHAM"
"48911","LANSING, MI",,"G",9922,"G",89345,"G",378433,590,"LANSING","MI","INGHAM"
"48912","LANSING, MI",,"H",18055,"H",189752,"H",759921,642,"LANSING","MI","INGHAM"
"48913","LANSING, MI","A","D",0,"D",0,"D",0,2,"LANSING","MI","INGHAM"
"48915","LANSING, MI",,"G",1330,"H",12320,"H",51318,81,"LANSING","MI","INGHAM"
"48916","LANSING, MI","A","D",0,"D",0,"D",0,1,"LANSING","MI","INGHAM"
"48917","LANSING, MI",,"G",28129,"G",328537,"G",1247589,1052,"LANSING","MI","EATON"
"48918","LANSING, MI","A","D",0,"D",0,"D",0,1,"LANSING","MI","INGHAM"
"48933","LANSING, MI",,"G",8175,"G",133617,"G",519325,398,"LANSING","MI","INGHAM"
"48951","LANSING, MI","G","D",0,"D",0,"D",0,5,"LANSING","MI","INGHAM"
"49001","KALAMAZOO, MI",,"G",15508,"G",199596,"G",842037,617,"KALAMAZOO","MI","KALAMAZOO"
"49002","PORTAGE, MI",,"G",22892,"G",292390,"G",1125296,768,"PORTAGE","MI","KALAMAZOO"
"49003","KALAMAZOO, MI",,"G",358,"G",4368,"G",17992,13,"KALAMAZOO","MI","KALAMAZOO"
"49004","KALAMAZOO, MI",,"G",1993,"G",19127,"G",79901,159,"KALAMAZOO","MI","KALAMAZOO"
"49005","KALAMAZOO, MI","E","D",0,"D",0,"D",0,7,"KALAMAZOO","MI","KALAMAZOO"
"49006","KALAMAZOO, MI",,"G",3897,"G",19891,"G",93105,279,"KALAMAZOO","MI","KALAMAZOO"
"49007","KALAMAZOO, MI",,"G",15991,"G",210533,"G",808632,617,"KALAMAZOO","MI","KALAMAZOO"
"49008","KALAMAZOO, MI",,"G",6545,"G",64715,"G",273935,419,"KALAMAZOO","MI","KALAMAZOO"
"49009","KALAMAZOO, MI",,"G",13176,"G",98701,"G",426344,802,"KALAMAZOO","MI","KALAMAZOO"
"49010","ALLEGAN, MI",,"G",6951,"G",77014,"G",403270,320,"ALLEGAN","MI","ALLEGAN"
"49011","ATHENS, MI",,"G",174,"G",1107,"G",4453,27,"ATHENS","MI","CALHOUN"
"49012","AUGUSTA, MI",,"G",431,"G",2547,"G",13294,43,"AUGUSTA","MI","KALAMAZOO"
"49013","BANGOR, MI",,"G",999,"G",7628,"G",34112,67,"BANGOR","MI","VAN BUREN"
"49014","BATTLE CREEK, MI",,"H",5965,"H",46875,"H",191325,311,"BATTLE CREEK","MI","CALHOUN"
"49015","BATTLE CREEK, MI",,"G",14777,"G",147873,"G",644014,718,"BATTLE CREEK","MI","CALHOUN"
"49016","BATTLE CREEK, MI",,"G",631,"G",4335,"G",19226,31,"BATTLE CREEK","MI","CALHOUN"
"49017","BATTLE CREEK, MI",,"G",12249,"H",246726,"H",738681,452,"BATTLE CREEK","MI","CALHOUN"
"49019","KALAMAZOO, MI","A","D",0,"D",0,"D",0,8,"KALAMAZOO","MI","KALAMAZOO"
"49021","BELLEVUE, MI","C","S",0,"G",881,"G",7056,45,"BELLEVUE","MI","EATON"
"49022","BENTON HARBOR, MI",,"G",12177,"H",160255,"H",632494,697,"BENTON HARBOR","MI","BERRIEN"
"49023","BENTON HARBOR, MI",,"G",138,"G",1111,"G",4663,15,"BENTON HARBOR","MI","BERRIEN"
"49024","PORTAGE, MI",,"G",7567,"G",61223,"G",268692,646,"PORTAGE","MI","KALAMAZOO"
"49026","BLOOMINGDALE, MI",,"H",229,"G",1204,"H",5963,30,"BLOOMINGDALE","MI","VAN BUREN"
"49027","BREEDSVILLE, MI",,"G",38,"G",71,"G",210,4,"BREEDSVILLE","MI","VAN BUREN"
"49028","BRONSON, MI",,"G",998,"G",8221,"G",31092,97,"BRONSON","MI","BRANCH"
"49029","BURLINGTON, MI",,"G",12,"G",90,"G",439,9,"BURLINGTON","MI","CALHOUN"
"49030","BURR OAK, MI",,"G",169,"G",1060,"G",5065,26,"BURR OAK","MI","SAINT JOSEPH"
"49031","CASSOPOLIS, MI",,"G",1335,"G",10888,"G",47754,138,"CASSOPOLIS","MI","CASS"
"49032","CENTREVILLE, MI",,"G",480,"H",3588,"H",15369,58,"CENTREVILLE","MI","SAINT JOSEPH"
"49033","CERESCO, MI",,"G",17,"H",91,"H",748,12,"CERESCO","MI","CALHOUN"
"49034","CLIMAX, MI",,"G",106,"G",711,"G",2784,30,"CLIMAX","MI","KALAMAZOO"
"49035","CLOVERDALE, MI",,"G",18,"G",85,"G",301,3,"CLOVERDALE","MI","BARRY"
"49036","COLDWATER, MI",,"G",8905,"G",75181,"G",316192,563,"COLDWATER","MI","BRANCH"
"49037","BATTLE CREEK, MI",,"H",6077,"H",62575,"H",263000,280,"BATTLE CREEK","MI","CALHOUN"
"49038","COLOMA, MI",,"G",1317,"G",8043,"G",34791,149,"COLOMA","MI","BERRIEN"
"49040","COLON, MI",,"G",519,"H",4638,"H",18978,42,"COLON","MI","SAINT JOSEPH"
"49041","COMSTOCK, MI",,"G",80,"G",562,"G",2520,11,"COMSTOCK","MI","KALAMAZOO"
"49042","CONSTANTINE, MI",,"G",1026,"G",9905,"G",46994,68,"CONSTANTINE","MI","SAINT JOSEPH"
"49043","COVERT, MI","F","D",0,"D",0,"D",0,23,"COVERT","MI","VAN BUREN"
"49045","DECATUR, MI",,"G",650,"G",4813,"G",18250,77,"DECATUR","MI","VAN BUREN"
"49046","DELTON, MI",,"G",503,"G",3677,"G",15253,91,"DELTON","MI","BARRY"
"49047","DOWAGIAC, MI",,"G",2495,"G",17730,"G",80356,277,"DOWAGIAC","MI","CASS"
"49048","KALAMAZOO, MI",,"G",6330,"G",60983,"G",264732,413,"KALAMAZOO","MI","KALAMAZOO"
"49050","DOWLING, MI",,"G",95,"G",459,"G",2351,9,"DOWLING","MI","BARRY"
"49051","EAST LEROY, MI",,"G",64,"G",563,"G",3270,22,"EAST LEROY","MI","CALHOUN"
"49052","FULTON, MI","A","S",0,"H",72,"G",253,6,"FULTON","MI","KALAMAZOO"
"49053","GALESBURG, MI",,"G",2380,"G",37706,"G",132067,106,"GALESBURG","MI","KALAMAZOO"
